target	context	f_tc	f_t	f_c	pmi
voiture	bus	4.00	5072.00	4.00	0.898949
voiture	saluer	1.00	5072.00	1.00	0.898949
voiture	drôle	1.00	5072.00	1.00	0.898949
voiture	chanter	1.00	5072.00	8.00	-1.180493
voiture	appartements-terrasse	2.00	5072.00	2.00	0.898949
voiture	vin	1.00	5072.00	3.00	-0.199663
voiture	sembler	5.00	5072.00	7.00	0.562477
voiture	souvenir	3.00	5072.00	4.00	0.611267
voiture	époque	2.00	5072.00	9.00	-0.605129
voiture	nord	1.00	5072.00	2.00	0.205802
voiture	tramway	1.00	5072.00	1.00	0.898949
voiture	médical	2.00	5072.00	4.00	0.205802
voiture	intérieur	3.00	5072.00	15.00	-0.710489
voiture	style	3.00	5072.00	3.00	0.898949
voiture	crash-test	1.00	5072.00	1.00	0.898949
voiture	comprendre	3.00	5072.00	16.00	-0.775028
voiture	choisir	3.00	5072.00	7.00	0.051651
voiture	alarme	1.00	5072.00	2.00	0.205802
voiture	réverbère	1.00	5072.00	1.00	0.898949
voiture	homme	5.00	5072.00	23.00	-0.627108
voiture	vision	2.00	5072.00	4.00	0.205802
voiture	inspirer	1.00	5072.00	3.00	-0.199663
voiture	visible	2.00	5072.00	2.00	0.898949
voiture	générer	3.00	5072.00	3.00	0.898949
voiture	vigoureux	1.00	5072.00	1.00	0.898949
voiture	autonome	10.00	5072.00	12.00	0.716627
voiture	ciel	1.00	5072.00	9.00	-1.298276
voiture	forêt	1.00	5072.00	1.00	0.898949
voiture	rendement	1.00	5072.00	1.00	0.898949
voiture	maladie	1.00	5072.00	2.00	0.205802
voiture	malines	1.00	5072.00	1.00	0.898949
voiture	garage	2.00	5072.00	4.00	0.205802
voiture	savoir	20.00	5072.00	46.00	0.066040
voiture	différent	18.00	5072.00	25.00	0.570445
voiture	rentrer	7.00	5072.00	8.00	0.765417
voiture	abord	2.00	5072.00	5.00	-0.017342
voiture	désoler	1.00	5072.00	1.00	0.898949
voiture	mère	3.00	5072.00	3.00	0.898949
voiture	désert	1.00	5072.00	2.00	0.205802
voiture	doubler	2.00	5072.00	2.00	0.898949
voiture	SMS	1.00	5072.00	1.00	0.898949
voiture	clic	2.00	5072.00	3.00	0.493484
voiture	aéronef	1.00	5072.00	1.00	0.898949
voiture	assurer	1.00	5072.00	3.00	-0.199663
voiture	emission	1.00	5072.00	1.00	0.898949
voiture	champ	1.00	5072.00	2.00	0.205802
voiture	divers	1.00	5072.00	2.00	0.205802
voiture	valoir	1.00	5072.00	2.00	0.205802
voiture	cellule	1.00	5072.00	2.00	0.205802
voiture	rajouter	2.00	5072.00	2.00	0.898949
voiture	pare-balles	1.00	5072.00	1.00	0.898949
voiture	jet	1.00	5072.00	2.00	0.205802
voiture	croire	5.00	5072.00	8.00	0.428945
voiture	gallon	2.00	5072.00	2.00	0.898949
voiture	aveugle	3.00	5072.00	3.00	0.898949
voiture	sortir	11.00	5072.00	22.00	0.205802
voiture	boire	1.00	5072.00	1.00	0.898949
voiture	tirer	1.00	5072.00	7.00	-1.046961
voiture	rigide	1.00	5072.00	2.00	0.205802
voiture	queue	1.00	5072.00	11.00	-1.498946
voiture	ressentir	1.00	5072.00	3.00	-0.199663
voiture	raisonnable	2.00	5072.00	3.00	0.493484
voiture	annuaire	1.00	5072.00	1.00	0.898949
voiture	partie	2.00	5072.00	9.00	-0.605129
voiture	international	1.00	5072.00	2.00	0.205802
voiture	passager	1.00	5072.00	1.00	0.898949
voiture	brancher	4.00	5072.00	4.00	0.898949
voiture	réutilisable	1.00	5072.00	2.00	0.205802
voiture	weekend	2.00	5072.00	2.00	0.898949
voiture	origami	1.00	5072.00	1.00	0.898949
voiture	admirer	1.00	5072.00	2.00	0.205802
voiture	antivol	1.00	5072.00	1.00	0.898949
voiture	respect	1.00	5072.00	1.00	0.898949
voiture	film	4.00	5072.00	12.00	-0.199663
voiture	critique	1.00	5072.00	1.00	0.898949
voiture	autopropulsé	1.00	5072.00	1.00	0.898949
voiture	superbe	1.00	5072.00	3.00	-0.199663
voiture	juge	1.00	5072.00	1.00	0.898949
voiture	tuméfier	1.00	5072.00	1.00	0.898949
voiture	directeur	1.00	5072.00	1.00	0.898949
voiture	facteur	3.00	5072.00	4.00	0.611267
voiture	concept-car	1.00	5072.00	1.00	0.898949
voiture	couloir	1.00	5072.00	1.00	0.898949
voiture	installer	4.00	5072.00	5.00	0.675805
voiture	aide	2.00	5072.00	4.00	0.205802
voiture	ami	6.00	5072.00	12.00	0.205802
voiture	cliquer	1.00	5072.00	1.00	0.898949
voiture	tuer	9.00	5072.00	23.00	-0.039321
voiture	Ouest	1.00	5072.00	1.00	0.898949
voiture	réexaminer	1.00	5072.00	1.00	0.898949
voiture	appliquer	1.00	5072.00	1.00	0.898949
voiture	physique	1.00	5072.00	2.00	0.205802
voiture	carrer	1.00	5072.00	1.00	0.898949
voiture	améliorer	2.00	5072.00	3.00	0.493484
voiture	permettre	10.00	5072.00	14.00	0.562477
voiture	gourmand	2.00	5072.00	2.00	0.898949
voiture	bouger	4.00	5072.00	5.00	0.675805
voiture	rapporter	1.00	5072.00	2.00	0.205802
voiture	nom	1.00	5072.00	7.00	-1.046961
voiture	propriétaire	5.00	5072.00	5.00	0.898949
voiture	importance	1.00	5072.00	2.00	0.205802
voiture	fréquence	1.00	5072.00	2.00	0.205802
voiture	monsieur	4.00	5072.00	4.00	0.898949
voiture	aller-retour	1.00	5072.00	1.00	0.898949
voiture	plasticité	1.00	5072.00	1.00	0.898949
voiture	imaginez-vous	1.00	5072.00	1.00	0.898949
voiture	air	6.00	5072.00	17.00	-0.142505
voiture	évoluer	2.00	5072.00	2.00	0.898949
voiture	absolu	1.00	5072.00	1.00	0.898949
voiture	matière	3.00	5072.00	3.00	0.898949
voiture	volante	1.00	5072.00	1.00	0.898949
voiture	RelayRide	1.00	5072.00	1.00	0.898949
voiture	pneu	3.00	5072.00	4.00	0.611267
voiture	décalcomanie	1.00	5072.00	1.00	0.898949
voiture	chance	1.00	5072.00	3.00	-0.199663
voiture	aller	69.00	5072.00	120.00	0.345564
voiture	projet	4.00	5072.00	10.00	-0.017342
voiture	tourisme	1.00	5072.00	1.00	0.898949
voiture	parcourir	1.00	5072.00	2.00	0.205802
voiture	violence	1.00	5072.00	1.00	0.898949
voiture	démonter	1.00	5072.00	1.00	0.898949
voiture	comprimer	1.00	5072.00	1.00	0.898949
voiture	parfaire	1.00	5072.00	1.00	0.898949
voiture	décapotable	1.00	5072.00	1.00	0.898949
voiture	moyen	6.00	5072.00	13.00	0.125759
voiture	inimaginable	1.00	5072.00	1.00	0.898949
voiture	acquérir	1.00	5072.00	1.00	0.898949
voiture	accélérer	2.00	5072.00	4.00	0.205802
voiture	compagnie	1.00	5072.00	7.00	-1.046961
voiture	amélioration	1.00	5072.00	1.00	0.898949
voiture	noir	2.00	5072.00	8.00	-0.487346
voiture	un	9.00	5072.00	19.00	0.151734
voiture	façon	3.00	5072.00	12.00	-0.487346
voiture	stop	1.00	5072.00	1.00	0.898949
voiture	collage	1.00	5072.00	1.00	0.898949
voiture	outil	1.00	5072.00	1.00	0.898949
voiture	entraîneur	1.00	5072.00	1.00	0.898949
voiture	mobile	2.00	5072.00	2.00	0.898949
voiture	brosse	1.00	5072.00	1.00	0.898949
voiture	chirurgien	1.00	5072.00	1.00	0.898949
voiture	ai-je	1.00	5072.00	1.00	0.898949
voiture	canapé	1.00	5072.00	1.00	0.898949
voiture	gare	1.00	5072.00	1.00	0.898949
voiture	catégorie	1.00	5072.00	1.00	0.898949
voiture	ramasser	1.00	5072.00	2.00	0.205802
voiture	toit	2.00	5072.00	2.00	0.898949
voiture	chaussure	2.00	5072.00	5.00	-0.017342
voiture	submerger	1.00	5072.00	2.00	0.205802
voiture	spectaculaire	1.00	5072.00	2.00	0.205802
voiture	emmener	2.00	5072.00	11.00	-0.805799
voiture	réplique	1.00	5072.00	1.00	0.898949
voiture	positionner	1.00	5072.00	1.00	0.898949
voiture	structure	2.00	5072.00	3.00	0.493484
voiture	impossible	2.00	5072.00	2.00	0.898949
voiture	ère	2.00	5072.00	4.00	0.205802
voiture	volt	1.00	5072.00	1.00	0.898949
voiture	carbone	2.00	5072.00	4.00	0.205802
voiture	devoir	22.00	5072.00	58.00	-0.070452
voiture	microprocesseur	1.00	5072.00	1.00	0.898949
voiture	sobre	1.00	5072.00	3.00	-0.199663
voiture	recharge	1.00	5072.00	1.00	0.898949
voiture	sport	7.00	5072.00	8.00	0.765417
voiture	accord	1.00	5072.00	2.00	0.205802
voiture	instrumentaliser	1.00	5072.00	1.00	0.898949
voiture	combustion	1.00	5072.00	1.00	0.898949
voiture	siège	2.00	5072.00	9.00	-0.605129
voiture	email	1.00	5072.00	1.00	0.898949
voiture	aperçu	1.00	5072.00	1.00	0.898949
voiture	abîmer	1.00	5072.00	1.00	0.898949
voiture	gars	2.00	5072.00	6.00	-0.199663
voiture	pollution	1.00	5072.00	1.00	0.898949
voiture	simple	5.00	5072.00	6.00	0.716627
voiture	centrale	2.00	5072.00	2.00	0.898949
voiture	composant	4.00	5072.00	4.00	0.898949
voiture	déconnecter	1.00	5072.00	1.00	0.898949
voiture	présentation	1.00	5072.00	1.00	0.898949
voiture	vœu	1.00	5072.00	1.00	0.898949
voiture	feu	5.00	5072.00	6.00	0.716627
voiture	revoir	2.00	5072.00	2.00	0.898949
voiture	pirater	4.00	5072.00	4.00	0.898949
voiture	personne	21.00	5072.00	36.00	0.359952
voiture	ultra-performante	1.00	5072.00	1.00	0.898949
voiture	téléphonique	1.00	5072.00	1.00	0.898949
voiture	informatique	2.00	5072.00	4.00	0.205802
voiture	devant	1.00	5072.00	1.00	0.898949
voiture	biais	1.00	5072.00	1.00	0.898949
voiture	aérodynamique	1.00	5072.00	1.00	0.898949
voiture	horticulteur	1.00	5072.00	1.00	0.898949
voiture	empailler	1.00	5072.00	1.00	0.898949
voiture	revenu	1.00	5072.00	4.00	-0.487346
voiture	taille	4.00	5072.00	7.00	0.339333
voiture	souvenez-vous	1.00	5072.00	1.00	0.898949
voiture	écologique	2.00	5072.00	2.00	0.898949
voiture	bout	3.00	5072.00	8.00	-0.081880
voiture	célébration	1.00	5072.00	1.00	0.898949
voiture	fait	5.00	5072.00	12.00	0.023480
voiture	tâche	1.00	5072.00	1.00	0.898949
voiture	autoroute	4.00	5072.00	6.00	0.493484
voiture	signifier	2.00	5072.00	5.00	-0.017342
voiture	loi	1.00	5072.00	1.00	0.898949
voiture	personnage	1.00	5072.00	3.00	-0.199663
voiture	télé	2.00	5072.00	4.00	0.205802
voiture	justice	1.00	5072.00	2.00	0.205802
voiture	usage	1.00	5072.00	1.00	0.898949
voiture	fusionner	2.00	5072.00	2.00	0.898949
voiture	coléoptère	1.00	5072.00	2.00	0.205802
voiture	charité	2.00	5072.00	2.00	0.898949
voiture	peupler	1.00	5072.00	1.00	0.898949
voiture	pensée	1.00	5072.00	2.00	0.205802
voiture	dense	1.00	5072.00	3.00	-0.199663
voiture	suivre	2.00	5072.00	7.00	-0.353814
voiture	temporaire	1.00	5072.00	1.00	0.898949
voiture	laissez-moi	2.00	5072.00	2.00	0.898949
voiture	ballon	2.00	5072.00	3.00	0.493484
voiture	spectre	1.00	5072.00	1.00	0.898949
voiture	salle	3.00	5072.00	4.00	0.611267
voiture	combustible	4.00	5072.00	4.00	0.898949
voiture	bicyclette	2.00	5072.00	2.00	0.898949
voiture	année	11.00	5072.00	26.00	0.038748
voiture	langage	1.00	5072.00	4.00	-0.487346
voiture	aéroport	1.00	5072.00	3.00	-0.199663
voiture	convaincre	2.00	5072.00	2.00	0.898949
voiture	chinois	1.00	5072.00	13.00	-1.666001
voiture	sono	1.00	5072.00	1.00	0.898949
voiture	mettre	17.00	5072.00	36.00	0.148643
voiture	inventer	3.00	5072.00	6.00	0.205802
voiture	robotiser	1.00	5072.00	1.00	0.898949
voiture	économique	2.00	5072.00	3.00	0.493484
voiture	réalité	2.00	5072.00	3.00	0.493484
voiture	individu	1.00	5072.00	2.00	0.205802
voiture	inclure	2.00	5072.00	4.00	0.205802
voiture	tissu	1.00	5072.00	1.00	0.898949
voiture	scarabés	1.00	5072.00	1.00	0.898949
voiture	distinct	1.00	5072.00	1.00	0.898949
voiture	défibrillateur	1.00	5072.00	1.00	0.898949
voiture	puits	3.00	5072.00	3.00	0.898949
voiture	utilitaire	1.00	5072.00	1.00	0.898949
voiture	possession	3.00	5072.00	4.00	0.611267
voiture	exister	2.00	5072.00	6.00	-0.199663
voiture	vendeur	1.00	5072.00	1.00	0.898949
voiture	méchanismes	1.00	5072.00	1.00	0.898949
voiture	sûr	7.00	5072.00	18.00	-0.045513
voiture	remonter	3.00	5072.00	3.00	0.898949
voiture	écouter	2.00	5072.00	5.00	-0.017342
voiture	transit	1.00	5072.00	1.00	0.898949
voiture	agrandir	1.00	5072.00	1.00	0.898949
voiture	ridicule	1.00	5072.00	1.00	0.898949
voiture	interdire	1.00	5072.00	1.00	0.898949
voiture	participant	1.00	5072.00	1.00	0.898949
voiture	individuel	1.00	5072.00	3.00	-0.199663
voiture	sécurité	5.00	5072.00	5.00	0.898949
voiture	flamber	1.00	5072.00	1.00	0.898949
voiture	inondation	1.00	5072.00	1.00	0.898949
voiture	vie	10.00	5072.00	21.00	0.157011
voiture	situer	1.00	5072.00	1.00	0.898949
voiture	tenter	2.00	5072.00	3.00	0.493484
voiture	rue	8.00	5072.00	9.00	0.781166
voiture	attirer	3.00	5072.00	3.00	0.898949
voiture	besoin	9.00	5072.00	19.00	0.151734
voiture	traçage	1.00	5072.00	1.00	0.898949
voiture	demander	10.00	5072.00	15.00	0.493484
voiture	audience	1.00	5072.00	1.00	0.898949
voiture	pousser	6.00	5072.00	8.00	0.611267
voiture	squelette	1.00	5072.00	1.00	0.898949
voiture	batterie	9.00	5072.00	9.00	0.898949
voiture	américain	1.00	5072.00	10.00	-1.403636
voiture	savons-nous	1.00	5072.00	1.00	0.898949
voiture	diriger	4.00	5072.00	6.00	0.493484
voiture	balayer	1.00	5072.00	1.00	0.898949
voiture	vapeur	1.00	5072.00	2.00	0.205802
voiture	vanter	1.00	5072.00	1.00	0.898949
voiture	espérer	1.00	5072.00	1.00	0.898949
voiture	détecter	1.00	5072.00	1.00	0.898949
voiture	laboratoire	1.00	5072.00	2.00	0.205802
voiture	accessible	1.00	5072.00	1.00	0.898949
voiture	ferons-nous	2.00	5072.00	2.00	0.898949
voiture	trajet	6.00	5072.00	6.00	0.898949
voiture	école	4.00	5072.00	6.00	0.493484
voiture	personnel	2.00	5072.00	2.00	0.898949
voiture	plutot	1.00	5072.00	1.00	0.898949
voiture	envie	2.00	5072.00	2.00	0.898949
voiture	moderne	1.00	5072.00	3.00	-0.199663
voiture	design	2.00	5072.00	3.00	0.493484
voiture	peser	1.00	5072.00	2.00	0.205802
voiture	exemple	6.00	5072.00	24.00	-0.487346
voiture	virus	2.00	5072.00	7.00	-0.353814
voiture	noix	1.00	5072.00	1.00	0.898949
voiture	massage	2.00	5072.00	2.00	0.898949
voiture	presse	1.00	5072.00	2.00	0.205802
voiture	gouvernement	3.00	5072.00	10.00	-0.305024
voiture	pare-choc	1.00	5072.00	1.00	0.898949
voiture	produit	2.00	5072.00	4.00	0.205802
voiture	intéressant	2.00	5072.00	4.00	0.205802
voiture	certain	2.00	5072.00	7.00	-0.353814
voiture	jour	17.00	5072.00	27.00	0.436325
voiture	effectuer	2.00	5072.00	2.00	0.898949
voiture	céder	2.00	5072.00	2.00	0.898949
voiture	zéro	1.00	5072.00	3.00	-0.199663
voiture	donne	1.00	5072.00	1.00	0.898949
voiture	occasion	1.00	5072.00	1.00	0.898949
voiture	blesser	2.00	5072.00	4.00	0.205802
voiture	mur	2.00	5072.00	3.00	0.493484
voiture	nécessaire	3.00	5072.00	4.00	0.611267
voiture	restaurer	1.00	5072.00	1.00	0.898949
voiture	cinquième	1.00	5072.00	1.00	0.898949
voiture	pull	1.00	5072.00	1.00	0.898949
voiture	vue	3.00	5072.00	6.00	0.205802
voiture	dispositif	2.00	5072.00	3.00	0.493484
voiture	sombre	1.00	5072.00	1.00	0.898949
voiture	réduire	1.00	5072.00	6.00	-0.892811
voiture	affecter	1.00	5072.00	1.00	0.898949
voiture	fonctionner	3.00	5072.00	9.00	-0.199663
voiture	model	3.00	5072.00	3.00	0.898949
voiture	coton	1.00	5072.00	1.00	0.898949
voiture	heure	13.00	5072.00	20.00	0.468166
voiture	personnalité	1.00	5072.00	2.00	0.205802
voiture	prévu	1.00	5072.00	1.00	0.898949
voiture	démocratique	1.00	5072.00	1.00	0.898949
voiture	commencer	15.00	5072.00	33.00	0.110491
voiture	réduit	2.00	5072.00	2.00	0.898949
voiture	sens	3.00	5072.00	3.00	0.898949
voiture	augmenter	1.00	5072.00	5.00	-0.710489
voiture	denteler	1.00	5072.00	1.00	0.898949
voiture	carburant	2.00	5072.00	7.00	-0.353814
voiture	former	1.00	5072.00	4.00	-0.487346
voiture	trottoir	1.00	5072.00	1.00	0.898949
voiture	est	2.00	5072.00	7.00	-0.353814
voiture	biotechnique	1.00	5072.00	1.00	0.898949
voiture	gagner	2.00	5072.00	7.00	-0.353814
voiture	table	1.00	5072.00	2.00	0.205802
voiture	faux	1.00	5072.00	1.00	0.898949
voiture	coût	4.00	5072.00	4.00	0.898949
voiture	salaire	2.00	5072.00	2.00	0.898949
voiture	robotique	3.00	5072.00	3.00	0.898949
voiture	environnemental	1.00	5072.00	2.00	0.205802
voiture	sexys	1.00	5072.00	1.00	0.898949
voiture	plupart	1.00	5072.00	6.00	-0.892811
voiture	camionnette	1.00	5072.00	1.00	0.898949
voiture	conséquence	1.00	5072.00	1.00	0.898949
voiture	période	1.00	5072.00	2.00	0.205802
voiture	désaffecter	3.00	5072.00	3.00	0.898949
voiture	communiquer	1.00	5072.00	1.00	0.898949
voiture	difficile	2.00	5072.00	5.00	-0.017342
voiture	carriole	2.00	5072.00	8.00	-0.487346
voiture	emporter	1.00	5072.00	4.00	-0.487346
voiture	économiser	5.00	5072.00	7.00	0.562477
voiture	laser	1.00	5072.00	1.00	0.898949
voiture	volume	4.00	5072.00	4.00	0.898949
voiture	construire	12.00	5072.00	24.00	0.205802
voiture	version	1.00	5072.00	2.00	0.205802
voiture	réparer	1.00	5072.00	1.00	0.898949
voiture	émettre	3.00	5072.00	8.00	-0.081880
voiture	ordinateur	7.00	5072.00	9.00	0.647634
voiture	permis	1.00	5072.00	1.00	0.898949
voiture	environnement	2.00	5072.00	5.00	-0.017342
voiture	image	4.00	5072.00	10.00	-0.017342
voiture	musique	1.00	5072.00	3.00	-0.199663
voiture	infini	1.00	5072.00	2.00	0.205802
voiture	dégât	1.00	5072.00	1.00	0.898949
voiture	centaine	3.00	5072.00	6.00	0.205802
voiture	transaction	2.00	5072.00	2.00	0.898949
voiture	crucial	1.00	5072.00	1.00	0.898949
voiture	caméra	1.00	5072.00	3.00	-0.199663
voiture	maths	1.00	5072.00	1.00	0.898949
voiture	peuvent-elles	1.00	5072.00	1.00	0.898949
voiture	utilisation	3.00	5072.00	5.00	0.388123
voiture	classique	2.00	5072.00	5.00	-0.017342
voiture	sauter	4.00	5072.00	11.00	-0.112652
voiture	emploi	1.00	5072.00	1.00	0.898949
voiture	pratique	5.00	5072.00	9.00	0.311162
voiture	subir	1.00	5072.00	1.00	0.898949
voiture	résulter	1.00	5072.00	1.00	0.898949
voiture	impact	1.00	5072.00	3.00	-0.199663
voiture	long	1.00	5072.00	3.00	-0.199663
voiture	prairie	1.00	5072.00	4.00	-0.487346
voiture	boom	1.00	5072.00	1.00	0.898949
voiture	musée	1.00	5072.00	2.00	0.205802
voiture	numérique	1.00	5072.00	1.00	0.898949
voiture	observer	4.00	5072.00	8.00	0.205802
voiture	destruction	1.00	5072.00	1.00	0.898949
voiture	choix	5.00	5072.00	7.00	0.562477
voiture	meringue	1.00	5072.00	1.00	0.898949
voiture	extérieur	3.00	5072.00	4.00	0.611267
voiture	vacance	3.00	5072.00	5.00	0.388123
voiture	fin	7.00	5072.00	15.00	0.136809
voiture	nombre	4.00	5072.00	6.00	0.493484
voiture	arbre	3.00	5072.00	11.00	-0.400334
voiture	sol	2.00	5072.00	9.00	-0.605129
voiture	son	1.00	5072.00	7.00	-1.046961
voiture	émission	4.00	5072.00	6.00	0.493484
voiture	explorer	1.00	5072.00	1.00	0.898949
voiture	partage	6.00	5072.00	6.00	0.898949
voiture	paralyser	1.00	5072.00	1.00	0.898949
voiture	symptôme	1.00	5072.00	1.00	0.898949
voiture	industrie	5.00	5072.00	7.00	0.562477
voiture	phénoménal	1.00	5072.00	1.00	0.898949
voiture	pédiatre	1.00	5072.00	1.00	0.898949
voiture	urbain	2.00	5072.00	2.00	0.898949
voiture	Nord	1.00	5072.00	6.00	-0.892811
voiture	volant	9.00	5072.00	11.00	0.698278
voiture	pourcent	1.00	5072.00	1.00	0.898949
voiture	plein	4.00	5072.00	11.00	-0.112652
voiture	parallèle	2.00	5072.00	3.00	0.493484
voiture	tableau	3.00	5072.00	6.00	0.205802
voiture	coûter	4.00	5072.00	5.00	0.675805
voiture	jeu	3.00	5072.00	8.00	-0.081880
voiture	pâté	2.00	5072.00	2.00	0.898949
voiture	clé	3.00	5072.00	4.00	0.611267
voiture	cour	1.00	5072.00	1.00	0.898949
voiture	usine	2.00	5072.00	3.00	0.493484
voiture	valeur	2.00	5072.00	4.00	0.205802
voiture	rouler	12.00	5072.00	14.00	0.744798
voiture	chiffre	1.00	5072.00	3.00	-0.199663
voiture	traînée	1.00	5072.00	1.00	0.898949
voiture	force	1.00	5072.00	3.00	-0.199663
voiture	facile	2.00	5072.00	4.00	0.205802
voiture	étranger	3.00	5072.00	3.00	0.898949
voiture	frais	2.00	5072.00	2.00	0.898949
voiture	village	2.00	5072.00	5.00	-0.017342
voiture	GPS	8.00	5072.00	12.00	0.493484
voiture	décision	1.00	5072.00	2.00	0.205802
voiture	compter	2.00	5072.00	5.00	-0.017342
voiture	rare	1.00	5072.00	4.00	-0.487346
voiture	composer	2.00	5072.00	4.00	0.205802
voiture	plaque	5.00	5072.00	6.00	0.716627
voiture	sexe	1.00	5072.00	1.00	0.898949
voiture	grand-public	1.00	5072.00	1.00	0.898949
voiture	temps-là	1.00	5072.00	1.00	0.898949
voiture	membre	2.00	5072.00	2.00	0.898949
voiture	démolir	14.00	5072.00	14.00	0.898949
voiture	barre	2.00	5072.00	3.00	0.493484
voiture	effet	3.00	5072.00	5.00	0.388123
voiture	embrasser	1.00	5072.00	3.00	-0.199663
voiture	oreille	2.00	5072.00	4.00	0.205802
voiture	direction	3.00	5072.00	8.00	-0.081880
voiture	allure	2.00	5072.00	2.00	0.898949
voiture	poser	6.00	5072.00	10.00	0.388123
voiture	est-ce	3.00	5072.00	8.00	-0.081880
voiture	est-elle	1.00	5072.00	2.00	0.205802
voiture	immobile	1.00	5072.00	1.00	0.898949
voiture	investir	3.00	5072.00	4.00	0.611267
voiture	maison-travail	1.00	5072.00	2.00	0.205802
voiture	diminuer	1.00	5072.00	4.00	-0.487346
voiture	décès	1.00	5072.00	2.00	0.205802
voiture	symbole	1.00	5072.00	4.00	-0.487346
voiture	semi-autonomes	1.00	5072.00	1.00	0.898949
voiture	intelligence	1.00	5072.00	1.00	0.898949
voiture	mini	3.00	5072.00	3.00	0.898949
voiture	entraîner	1.00	5072.00	3.00	-0.199663
voiture	échelle	3.00	5072.00	4.00	0.611267
voiture	chemin	5.00	5072.00	7.00	0.562477
voiture	choc	3.00	5072.00	4.00	0.611267
voiture	forme	2.00	5072.00	5.00	-0.017342
voiture	réserve	1.00	5072.00	1.00	0.898949
voiture	stade	1.00	5072.00	2.00	0.205802
voiture	remettre	1.00	5072.00	1.00	0.898949
voiture	financer	1.00	5072.00	2.00	0.205802
voiture	vêtement	2.00	5072.00	2.00	0.898949
voiture	comparer	1.00	5072.00	3.00	-0.199663
voiture	civil	1.00	5072.00	2.00	0.205802
voiture	océan	1.00	5072.00	3.00	-0.199663
voiture	jeter	2.00	5072.00	6.00	-0.199663
voiture	falloir	4.00	5072.00	7.00	0.339333
voiture	produire	5.00	5072.00	11.00	0.110491
voiture	accident	25.00	5072.00	27.00	0.821988
voiture	polluant	1.00	5072.00	1.00	0.898949
voiture	siècle	1.00	5072.00	10.00	-1.403636
voiture	performance	2.00	5072.00	2.00	0.898949
voiture	mac	1.00	5072.00	1.00	0.898949
voiture	rêver	1.00	5072.00	1.00	0.898949
voiture	éthane	1.00	5072.00	1.00	0.898949
voiture	nature	3.00	5072.00	8.00	-0.081880
voiture	lourd	2.00	5072.00	3.00	0.493484
voiture	échanger	1.00	5072.00	1.00	0.898949
voiture	aspirer	2.00	5072.00	2.00	0.898949
voiture	éclairage	1.00	5072.00	1.00	0.898949
voiture	aujourd'	7.00	5072.00	12.00	0.359952
voiture	idée	6.00	5072.00	13.00	0.125759
voiture	aimer	4.00	5072.00	11.00	-0.112652
voiture	réduction	1.00	5072.00	1.00	0.898949
voiture	revenir	6.00	5072.00	8.00	0.611267
voiture	celle-ci	1.00	5072.00	2.00	0.205802
voiture	tonneau	1.00	5072.00	1.00	0.898949
voiture	séparation	1.00	5072.00	1.00	0.898949
voiture	kilowatt-heures	1.00	5072.00	1.00	0.898949
voiture	efficace	7.00	5072.00	9.00	0.647634
voiture	esprit	3.00	5072.00	4.00	0.611267
voiture	sandwich	1.00	5072.00	1.00	0.898949
voiture	comportement	1.00	5072.00	2.00	0.205802
voiture	carrefour	3.00	5072.00	3.00	0.898949
voiture	adresser	1.00	5072.00	5.00	-0.710489
voiture	souligner	1.00	5072.00	3.00	-0.199663
voiture	marché	7.00	5072.00	8.00	0.765417
voiture	vélo	12.00	5072.00	15.00	0.675805
