target	id_target	context	id_context	f_tc	f_t	f_c	cond_prob	pmi	npmi	lmi	tscore	zscore	dice	chisquare	loglike	affinity	entropy_target	entropy_context
voiture	2	vue	1132	3.00	5072.00	6.00	0.000591	0.205802	0.024701	0.617405	0.322171	0.357088	0.001182	0.215131	1.234810	0.250296	6.359538	1.242453
voiture	2	dispositif	1133	2.00	5072.00	3.00	0.000394	0.493484	0.056480	0.986967	0.550842	0.704994	0.000788	0.838338	1.973935	0.333530	6.359538	0.636514
voiture	2	sombre	1134	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	réduire	1135	1.00	5072.00	6.00	0.000197	-0.892811	-0.094673	-0.892811	-1.441984	-0.922760	0.000394	1.436582	-1.785621	0.083432	6.359538	1.242453
voiture	2	affecter	3145	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	fonctionner	812	3.00	5072.00	9.00	0.000591	-0.199663	-0.023964	-0.598990	-0.382769	-0.346402	0.001181	0.202497	-1.197981	0.166962	6.359538	1.464816
voiture	2	model	1138	3.00	5072.00	3.00	0.000591	0.898949	0.107893	2.696846	1.027111	1.609984	0.001182	4.372109	5.393693	0.500296	6.359538	0.000000
voiture	2	coton	1139	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	heure	1140	13.00	5072.00	20.00	0.002563	0.468166	0.068191	6.086156	1.347937	1.703454	0.005106	4.901191	12.172313	0.326282	6.359538	0.981942
voiture	2	personnalité	2056	1.00	5072.00	2.00	0.000197	0.205802	0.021823	0.205802	0.186005	0.206165	0.000394	0.071687	0.411603	0.250099	6.359538	0.693147
voiture	2	prévu	1142	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	démocratique	1143	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	commencer	1144	15.00	5072.00	33.00	0.002957	0.110491	0.016436	1.657372	0.405137	0.428149	0.005877	0.309945	3.314743	0.228751	6.359538	1.669794
voiture	2	réduit	1145	2.00	5072.00	2.00	0.000394	0.898949	0.102886	1.797898	0.838633	1.314546	0.000788	2.914506	3.595795	0.500197	6.359538	0.000000
voiture	2	sens	3086	3.00	5072.00	3.00	0.000591	0.898949	0.107893	2.696846	1.027111	1.609984	0.001182	4.372109	5.393693	0.500296	6.359538	0.000000
voiture	2	augmenter	894	1.00	5072.00	5.00	0.000197	-0.710489	-0.075340	-0.710489	-1.034986	-0.725527	0.000394	0.888025	-1.420978	0.100099	6.359538	1.609438
voiture	2	denteler	3102	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	carburant	2729	2.00	5072.00	7.00	0.000394	-0.353814	-0.040495	-0.707628	-0.600320	-0.502983	0.000788	0.426868	-1.415257	0.143054	6.359538	0.598270
voiture	2	former	850	1.00	5072.00	4.00	0.000197	-0.487346	-0.051678	-0.487346	-0.627989	-0.492183	0.000394	0.408635	-0.974691	0.125099	6.359538	1.386294
voiture	2	trottoir	1151	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	est	1152	2.00	5072.00	7.00	0.000394	-0.353814	-0.040495	-0.707628	-0.600320	-0.502983	0.000788	0.426868	-1.415257	0.143054	6.359538	1.277034
voiture	2	biotechnique	1153	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	gagner	2568	2.00	5072.00	7.00	0.000394	-0.353814	-0.040495	-0.707628	-0.600320	-0.502983	0.000788	0.426868	-1.415257	0.143054	6.359538	1.277034
voiture	2	table	1155	1.00	5072.00	2.00	0.000197	0.205802	0.021823	0.205802	0.186005	0.206165	0.000394	0.071687	0.411603	0.250099	6.359538	0.693147
voiture	2	faux	1157	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	coût	3137	4.00	5072.00	4.00	0.000789	0.898949	0.111752	3.595795	1.186005	1.859049	0.001576	5.829947	7.191590	0.500394	6.359538	0.000000
voiture	2	salaire	1159	2.00	5072.00	2.00	0.000394	0.898949	0.102886	1.797898	0.838633	1.314546	0.000788	2.914506	3.595795	0.500197	6.359538	0.000000
voiture	2	robotique	3150	3.00	5072.00	3.00	0.000591	0.898949	0.107893	2.696846	1.027111	1.609984	0.001182	4.372109	5.393693	0.500296	6.359538	0.000000
voiture	2	environnemental	1161	1.00	5072.00	2.00	0.000197	0.205802	0.021823	0.205802	0.186005	0.206165	0.000394	0.071687	0.411603	0.250099	6.359538	0.693147
voiture	2	sexys	3152	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	plupart	1163	1.00	5072.00	6.00	0.000197	-0.892811	-0.094673	-0.892811	-1.441984	-0.922760	0.000394	1.436582	-1.785621	0.083432	6.359538	1.242453
voiture	2	camionnette	3118	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	conséquence	3105	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	période	1166	1.00	5072.00	2.00	0.000197	0.205802	0.021823	0.205802	0.186005	0.206165	0.000394	0.071687	0.411603	0.250099	6.359538	0.693147
voiture	2	désaffecter	1167	3.00	5072.00	3.00	0.000591	0.898949	0.107893	2.696846	1.027111	1.609984	0.001182	4.372109	5.393693	0.500296	6.359538	0.000000
voiture	2	communiquer	1168	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	difficile	576	2.00	5072.00	5.00	0.000394	-0.017342	-0.001985	-0.034684	-0.024739	-0.024526	0.000788	0.001015	-0.069368	0.200197	6.359538	1.332179
voiture	2	carriole	431	2.00	5072.00	8.00	0.000394	-0.487346	-0.055778	-0.974691	-0.888111	-0.696051	0.000787	0.817532	-1.949382	0.125197	6.359538	0.562335
voiture	2	emporter	1171	1.00	5072.00	4.00	0.000197	-0.487346	-0.051678	-0.487346	-0.627989	-0.492183	0.000394	0.408635	-0.974691	0.125099	6.359538	1.039721
voiture	2	économiser	1172	5.00	5072.00	7.00	0.000986	0.562477	0.071919	2.812383	0.961965	1.274382	0.001969	2.740226	5.624766	0.357636	6.359538	0.796312
voiture	2	laser	3082	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	volume	1174	4.00	5072.00	4.00	0.000789	0.898949	0.111752	3.595795	1.186005	1.859049	0.001576	5.829947	7.191590	0.500394	6.359538	0.000000
voiture	2	construire	1176	12.00	5072.00	24.00	0.002366	0.205802	0.029631	2.469619	0.644342	0.714177	0.004710	0.861771	4.939239	0.251183	6.359538	1.184691
voiture	2	version	1177	1.00	5072.00	2.00	0.000197	0.205802	0.021823	0.205802	0.186005	0.206165	0.000394	0.071687	0.411603	0.250099	6.359538	0.693147
voiture	2	réparer	1179	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	émettre	2483	3.00	5072.00	8.00	0.000591	-0.081880	-0.009827	-0.245641	-0.147789	-0.141861	0.001181	0.033958	-0.491283	0.187796	6.359538	0.661563
voiture	2	ordinateur	1181	7.00	5072.00	9.00	0.001380	0.647634	0.086530	4.533441	1.261277	1.743582	0.002755	5.130289	9.066881	0.389579	6.359538	0.683739
voiture	2	permis	1182	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	environnement	1183	2.00	5072.00	5.00	0.000394	-0.017342	-0.001985	-0.034684	-0.024739	-0.024526	0.000788	0.001015	-0.069368	0.200197	6.359538	0.673012
voiture	2	image	196	4.00	5072.00	10.00	0.000789	-0.017342	-0.002156	-0.069368	-0.034986	-0.034684	0.001574	0.002030	-0.138735	0.200394	6.359538	1.418484
voiture	2	musique	1185	1.00	5072.00	3.00	0.000197	-0.199663	-0.021172	-0.199663	-0.220992	-0.199995	0.000394	0.067466	-0.399327	0.166765	6.359538	1.098612
voiture	2	infini	2703	1.00	5072.00	2.00	0.000197	0.205802	0.021823	0.205802	0.186005	0.206165	0.000394	0.071687	0.411603	0.250099	6.359538	0.693147
voiture	2	dégât	1187	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	centaine	1188	3.00	5072.00	6.00	0.000591	0.205802	0.024701	0.617405	0.322171	0.357088	0.001182	0.215131	1.234810	0.250296	6.359538	1.242453
voiture	2	transaction	1189	2.00	5072.00	2.00	0.000394	0.898949	0.102886	1.797898	0.838633	1.314546	0.000788	2.914506	3.595795	0.500197	6.359538	0.000000
voiture	2	crucial	3099	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	caméra	1191	1.00	5072.00	3.00	0.000197	-0.199663	-0.021172	-0.199663	-0.220992	-0.199995	0.000394	0.067466	-0.399327	0.166765	6.359538	0.636514
voiture	2	maths	3117	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	peuvent-elles	1193	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	utilisation	1194	3.00	5072.00	5.00	0.000591	0.388123	0.046583	1.164370	0.557151	0.676476	0.001182	0.772010	2.328739	0.300296	6.359538	0.950271
voiture	2	classique	1195	2.00	5072.00	5.00	0.000394	-0.017342	-0.001985	-0.034684	-0.024739	-0.024526	0.000788	0.001015	-0.069368	0.200197	6.359538	1.332179
voiture	2	sauter	1196	4.00	5072.00	11.00	0.000789	-0.112652	-0.014004	-0.450608	-0.238485	-0.225423	0.001574	0.085768	-0.901217	0.182213	6.359538	1.090060
voiture	2	emploi	3124	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	pratique	256	5.00	5072.00	9.00	0.000986	0.311162	0.039785	1.555811	0.597936	0.698590	0.001968	0.823572	3.111621	0.278271	6.359538	1.149060
voiture	2	subir	3155	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	résulter	1202	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	impact	1203	1.00	5072.00	3.00	0.000197	-0.199663	-0.021172	-0.199663	-0.220992	-0.199995	0.000394	0.067466	-0.399327	0.166765	6.359538	1.098612
voiture	2	long	1205	1.00	5072.00	3.00	0.000197	-0.199663	-0.021172	-0.199663	-0.220992	-0.199995	0.000394	0.067466	-0.399327	0.166765	6.359538	1.098612
voiture	2	prairie	1206	1.00	5072.00	4.00	0.000197	-0.487346	-0.051678	-0.487346	-0.627989	-0.492183	0.000394	0.408635	-0.974691	0.125099	6.359538	0.562335
voiture	2	boom	1207	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	musée	1209	1.00	5072.00	2.00	0.000197	0.205802	0.021823	0.205802	0.186005	0.206165	0.000394	0.071687	0.411603	0.250099	6.359538	0.693147
voiture	2	numérique	1211	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	observer	1214	4.00	5072.00	8.00	0.000789	0.205802	0.025584	0.823206	0.372011	0.412330	0.001575	0.286888	1.646413	0.250394	6.359538	1.213008
voiture	2	destruction	1215	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	choix	1217	5.00	5072.00	7.00	0.000986	0.562477	0.071919	2.812383	0.961965	1.274382	0.001969	2.740226	5.624766	0.357636	6.359538	0.598270
voiture	2	meringue	3144	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	extérieur	1219	3.00	5072.00	4.00	0.000591	0.611267	0.073365	1.833800	0.792131	1.075305	0.001182	1.950502	3.667600	0.375296	6.359538	0.562335
voiture	2	vacance	1221	3.00	5072.00	5.00	0.000591	0.388123	0.046583	1.164370	0.557151	0.676476	0.001182	0.772010	2.328739	0.300296	6.359538	0.673012
voiture	2	fin	1224	7.00	5072.00	15.00	0.001380	0.136809	0.018279	0.957661	0.338294	0.362244	0.002752	0.221549	1.915322	0.234023	6.359538	1.171060
voiture	2	nombre	1226	4.00	5072.00	6.00	0.000789	0.493484	0.061347	1.973935	0.779008	0.997013	0.001575	1.677080	3.947870	0.333728	6.359538	0.867563
voiture	2	arbre	1229	3.00	5072.00	11.00	0.000591	-0.400334	-0.048049	-1.201003	-0.852729	-0.698039	0.001180	0.822405	-2.402005	0.136659	6.359538	1.366711
voiture	2	sol	1233	2.00	5072.00	9.00	0.000394	-0.605129	-0.069258	-1.210257	-1.175901	-0.868898	0.000787	1.274074	-2.420514	0.111308	6.359538	1.149060
voiture	2	son	1234	1.00	5072.00	7.00	0.000197	-1.046961	-0.111019	-1.046961	-1.848981	-1.095438	0.000394	2.024709	-2.093923	0.071527	6.359538	1.747868
voiture	2	émission	1239	4.00	5072.00	6.00	0.000789	0.493484	0.061347	1.973935	0.779008	0.997013	0.001575	1.677080	3.947870	0.333728	6.359538	0.636514
voiture	2	explorer	1240	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	partage	1245	6.00	5072.00	6.00	0.001183	0.898949	0.117684	5.393693	1.452554	2.276861	0.002363	8.746325	10.787386	0.500591	6.359538	0.000000
voiture	2	paralyser	1249	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	symptôme	1250	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	industrie	1253	5.00	5072.00	7.00	0.000986	0.562477	0.071919	2.812383	0.961965	1.274382	0.001969	2.740226	5.624766	0.357636	6.359538	0.598270
voiture	2	phénoménal	1256	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	pédiatre	1262	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	urbain	1265	2.00	5072.00	2.00	0.000394	0.898949	0.102886	1.797898	0.838633	1.314546	0.000788	2.914506	3.595795	0.500197	6.359538	0.000000
voiture	2	Nord	1266	1.00	5072.00	6.00	0.000197	-0.892811	-0.094673	-0.892811	-1.441984	-0.922760	0.000394	1.436582	-1.785621	0.083432	6.359538	1.242453
voiture	2	volant	1268	9.00	5072.00	11.00	0.001774	0.698278	0.096538	6.284503	1.507677	2.137654	0.003541	7.712614	12.569006	0.409978	6.359538	0.600166
voiture	2	pourcent	1270	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	plein	1273	4.00	5072.00	11.00	0.000789	-0.112652	-0.014004	-0.450608	-0.238485	-0.225423	0.001574	0.085768	-0.901217	0.182213	6.359538	1.594167
voiture	2	parallèle	1274	2.00	5072.00	3.00	0.000394	0.493484	0.056480	0.986967	0.550842	0.704994	0.000788	0.838338	1.973935	0.333530	6.359538	0.636514
voiture	2	tableau	1275	3.00	5072.00	6.00	0.000591	0.205802	0.024701	0.617405	0.322171	0.357088	0.001182	0.215131	1.234810	0.250296	6.359538	0.693147
voiture	2	coûter	332	4.00	5072.00	5.00	0.000789	0.675805	0.084012	2.703221	0.982507	1.377478	0.001576	3.201011	5.406442	0.400394	6.359538	0.500402
voiture	2	jeu	1277	3.00	5072.00	8.00	0.000591	-0.081880	-0.009827	-0.245641	-0.147789	-0.141861	0.001181	0.033958	-0.491283	0.187796	6.359538	0.974315
voiture	2	pâté	1278	2.00	5072.00	2.00	0.000394	0.898949	0.102886	1.797898	0.838633	1.314546	0.000788	2.914506	3.595795	0.500197	6.359538	0.000000
voiture	2	clé	1280	3.00	5072.00	4.00	0.000591	0.611267	0.073365	1.833800	0.792131	1.075305	0.001182	1.950502	3.667600	0.375296	6.359538	0.562335
voiture	2	cour	1282	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	usine	1283	2.00	5072.00	3.00	0.000394	0.493484	0.056480	0.986967	0.550842	0.704994	0.000788	0.838338	1.973935	0.333530	6.359538	0.636514
voiture	2	valeur	1286	2.00	5072.00	4.00	0.000394	0.205802	0.023554	0.411603	0.263051	0.291561	0.000788	0.143398	0.823206	0.250197	6.359538	0.693147
voiture	2	rouler	1289	12.00	5072.00	14.00	0.002366	0.744798	0.107234	8.937577	1.819242	2.640105	0.004719	11.767224	17.875155	0.429754	6.359538	0.410116
voiture	2	chiffre	1294	1.00	5072.00	3.00	0.000197	-0.199663	-0.021172	-0.199663	-0.220992	-0.199995	0.000394	0.067466	-0.399327	0.166765	6.359538	0.636514
voiture	2	traînée	1297	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	force	1298	1.00	5072.00	3.00	0.000197	-0.199663	-0.021172	-0.199663	-0.220992	-0.199995	0.000394	0.067466	-0.399327	0.166765	6.359538	0.636514
voiture	2	facile	1299	2.00	5072.00	4.00	0.000394	0.205802	0.023554	0.411603	0.263051	0.291561	0.000788	0.143398	0.823206	0.250197	6.359538	1.039721
voiture	2	étranger	1305	3.00	5072.00	3.00	0.000591	0.898949	0.107893	2.696846	1.027111	1.609984	0.001182	4.372109	5.393693	0.500296	6.359538	0.000000
voiture	2	frais	1307	2.00	5072.00	2.00	0.000394	0.898949	0.102886	1.797898	0.838633	1.314546	0.000788	2.914506	3.595795	0.500197	6.359538	0.000000
voiture	2	village	1309	2.00	5072.00	5.00	0.000394	-0.017342	-0.001985	-0.034684	-0.024739	-0.024526	0.000788	0.001015	-0.069368	0.200197	6.359538	1.332179
voiture	2	GPS	1311	8.00	5072.00	12.00	0.001577	0.493484	0.067132	3.947870	1.101684	1.409989	0.003147	3.355776	7.895739	0.334122	6.359538	0.823959
voiture	2	décision	1313	1.00	5072.00	2.00	0.000197	0.205802	0.021823	0.205802	0.186005	0.206165	0.000394	0.071687	0.411603	0.250099	6.359538	0.693147
voiture	2	compter	1314	2.00	5072.00	5.00	0.000394	-0.017342	-0.001985	-0.034684	-0.024739	-0.024526	0.000788	0.001015	-0.069368	0.200197	6.359538	1.332179
voiture	2	rare	1315	1.00	5072.00	4.00	0.000197	-0.487346	-0.051678	-0.487346	-0.627989	-0.492183	0.000394	0.408635	-0.974691	0.125099	6.359538	0.562335
voiture	2	composer	1316	2.00	5072.00	4.00	0.000394	0.205802	0.023554	0.411603	0.263051	0.291561	0.000788	0.143398	0.823206	0.250197	6.359538	1.039721
voiture	2	plaque	1317	5.00	5072.00	6.00	0.000986	0.716627	0.091629	3.583136	1.143980	1.636937	0.001969	4.520811	7.166272	0.417160	6.359538	0.450561
voiture	2	sexe	1326	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	grand-public	1327	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	temps-là	1328	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	membre	1330	2.00	5072.00	2.00	0.000394	0.898949	0.102886	1.797898	0.838633	1.314546	0.000788	2.914506	3.595795	0.500197	6.359538	0.000000
voiture	2	démolir	1331	14.00	5072.00	14.00	0.002760	0.898949	0.132366	12.585283	2.218813	3.477963	0.005505	20.421206	25.170566	0.501380	6.359538	0.000000
voiture	2	barre	1334	2.00	5072.00	3.00	0.000394	0.493484	0.056480	0.986967	0.550842	0.704994	0.000788	0.838338	1.973935	0.333530	6.359538	0.636514
voiture	2	effet	1335	3.00	5072.00	5.00	0.000591	0.388123	0.046583	1.164370	0.557151	0.676476	0.001182	0.772010	2.328739	0.300296	6.359538	0.950271
voiture	2	embrasser	1337	1.00	5072.00	3.00	0.000197	-0.199663	-0.021172	-0.199663	-0.220992	-0.199995	0.000394	0.067466	-0.399327	0.166765	6.359538	1.098612
voiture	2	oreille	1343	2.00	5072.00	4.00	0.000394	0.205802	0.023554	0.411603	0.263051	0.291561	0.000788	0.143398	0.823206	0.250197	6.359538	1.039721
voiture	2	direction	1345	3.00	5072.00	8.00	0.000591	-0.081880	-0.009827	-0.245641	-0.147789	-0.141861	0.001181	0.033958	-0.491283	0.187796	6.359538	1.255482
voiture	2	allure	1346	2.00	5072.00	2.00	0.000394	0.898949	0.102886	1.797898	0.838633	1.314546	0.000788	2.914506	3.595795	0.500197	6.359538	0.000000
voiture	2	poser	2446	6.00	5072.00	10.00	0.001183	0.388123	0.050810	2.328739	0.787930	0.956682	0.002361	1.544640	4.657478	0.300591	6.359538	1.088900
voiture	2	est-ce	1350	3.00	5072.00	8.00	0.000591	-0.081880	-0.009827	-0.245641	-0.147789	-0.141861	0.001181	0.033958	-0.491283	0.187796	6.359538	1.494175
voiture	2	est-elle	1351	1.00	5072.00	2.00	0.000197	0.205802	0.021823	0.205802	0.186005	0.206165	0.000394	0.071687	0.411603	0.250099	6.359538	0.693147
voiture	2	immobile	1353	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	investir	1355	3.00	5072.00	4.00	0.000591	0.611267	0.073365	1.833800	0.792131	1.075305	0.001182	1.950502	3.667600	0.375296	6.359538	0.562335
voiture	2	maison-travail	1357	1.00	5072.00	2.00	0.000197	0.205802	0.021823	0.205802	0.186005	0.206165	0.000394	0.071687	0.411603	0.250099	6.359538	0.693147
voiture	2	diminuer	1358	1.00	5072.00	4.00	0.000197	-0.487346	-0.051678	-0.487346	-0.627989	-0.492183	0.000394	0.408635	-0.974691	0.125099	6.359538	1.386294
voiture	2	décès	1361	1.00	5072.00	2.00	0.000197	0.205802	0.021823	0.205802	0.186005	0.206165	0.000394	0.071687	0.411603	0.250099	6.359538	0.693147
voiture	2	symbole	1364	1.00	5072.00	4.00	0.000197	-0.487346	-0.051678	-0.487346	-0.627989	-0.492183	0.000394	0.408635	-0.974691	0.125099	6.359538	1.039721
voiture	2	semi-autonomes	1365	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	intelligence	1366	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	mini	1367	3.00	5072.00	3.00	0.000591	0.898949	0.107893	2.696846	1.027111	1.609984	0.001182	4.372109	5.393693	0.500296	6.359538	0.000000
voiture	2	entraîner	1371	1.00	5072.00	3.00	0.000197	-0.199663	-0.021172	-0.199663	-0.220992	-0.199995	0.000394	0.067466	-0.399327	0.166765	6.359538	0.636514
voiture	2	échelle	1373	3.00	5072.00	4.00	0.000591	0.611267	0.073365	1.833800	0.792131	1.075305	0.001182	1.950502	3.667600	0.375296	6.359538	0.562335
voiture	2	chemin	1375	5.00	5072.00	7.00	0.000986	0.562477	0.071919	2.812383	0.961965	1.274382	0.001969	2.740226	5.624766	0.357636	6.359538	0.796312
voiture	2	choc	1376	3.00	5072.00	4.00	0.000591	0.611267	0.073365	1.833800	0.792131	1.075305	0.001182	1.950502	3.667600	0.375296	6.359538	0.562335
voiture	2	forme	1377	2.00	5072.00	5.00	0.000394	-0.017342	-0.001985	-0.034684	-0.024739	-0.024526	0.000788	0.001015	-0.069368	0.200197	6.359538	1.332179
voiture	2	réserve	1380	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	stade	1382	1.00	5072.00	2.00	0.000197	0.205802	0.021823	0.205802	0.186005	0.206165	0.000394	0.071687	0.411603	0.250099	6.359538	0.693147
voiture	2	remettre	1384	1.00	5072.00	1.00	0.000197	0.898949	0.095324	0.898949	0.593003	0.929525	0.000394	1.457136	1.797898	0.500099	6.359538	0.000000
voiture	2	financer	1385	1.00	5072.00	2.00	0.000197	0.205802	0.021823	0.205802	0.186005	0.206165	0.000394	0.071687	0.411603	0.250099	6.359538	0.693147
voiture	2	vêtement	1387	2.00	5072.00	2.00	0.000394	0.898949	0.102886	1.797898	0.838633	1.314546	0.000788	2.914506	3.595795	0.500197	6.359538	0.000000
voiture	2	comparer	1389	1.00	5072.00	3.00	0.000197	-0.199663	-0.021172	-0.199663	-0.220992	-0.199995	0.000394	0.067466	-0.399327	0.166765	6.359538	1.098612
voiture	2	civil	1391	1.00	5072.00	2.00	0.000197	0.205802	0.021823	0.205802	0.186005	0.206165	0.000394	0.071687	0.411603	0.250099	6.359538	0.693147
voiture	2	océan	1392	1.00	5072.00	3.00	0.000197	-0.199663	-0.021172	-0.199663	-0.220992	-0.199995	0.000394	0.067466	-0.399327	0.166765	6.359538	1.098612
voiture	2	jeter	1393	2.00	5072.00	6.00	0.000394	-0.199663	-0.022852	-0.399327	-0.312530	-0.282836	0.000788	0.134965	-0.798654	0.166864	6.359538	1.011404
voiture	2	falloir	1395	4.00	5072.00	7.00	0.000789	0.339333	0.042184	1.357332	0.575510	0.681927	0.001575	0.784626	2.714664	0.286109	6.359538	1.153742
voiture	2	produire	1403	5.00	5072.00	11.00	0.000986	0.110491	0.014128	0.552457	0.233906	0.247192	0.001967	0.103133	1.104914	0.227766	6.359538	1.036199
voiture	2	accident	1404	25.00	5072.00	27.00	0.004929	0.821988	0.132332	20.549694	2.802215	4.226626	0.009806	30.190676	41.099388	0.465427	6.359538	0.264052
