target	id_target	context	id_context	f_tc	f_t	f_c	cond_prob	pmi	npmi	lmi	tscore	zscore	dice	chisquare	loglike	affinity	entropy_target	entropy_context
avion	0	intérieur	837	7.00	1930.00	15.00	0.003627	1.103024	0.147374	7.721168	1.767716	3.068536	0.007198	11.154814	15.442335	0.235147	6.005527	1.268094
avion	0	merveilleux	1864	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	écran	841	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	vétéran	1865	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	matériel	843	1.00	1930.00	5.00	0.000518	0.255726	0.027117	0.255726	0.225646	0.256423	0.001034	0.077834	0.511452	0.100259	6.005527	1.332179
avion	0	énergie	1867	9.00	1930.00	16.00	0.004663	1.289800	0.178316	11.608199	2.174022	4.143244	0.009250	20.338355	23.216398	0.283582	6.005527	0.864740
avion	0	escorter	845	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	étape	2894	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	éléments-clés	2892	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	surface	1873	1.00	1930.00	5.00	0.000518	0.255726	0.027117	0.255726	0.225646	0.256423	0.001034	0.077834	0.511452	0.100259	6.005527	0.950271
avion	0	placer	1874	1.00	1930.00	4.00	0.000518	0.478870	0.050779	0.478870	0.380517	0.483458	0.001034	0.276652	0.957739	0.125259	6.005527	1.039721
avion	0	autonome	851	2.00	1930.00	12.00	0.001036	0.073405	0.008401	0.146809	0.100091	0.103833	0.002060	0.012769	0.293618	0.083851	6.005527	0.450561
avion	0	ciel	852	5.00	1930.00	9.00	0.002591	1.277377	0.163327	6.386887	1.612725	3.054494	0.005157	11.047633	12.773773	0.279073	6.005527	0.936888
avion	0	énergétique	1875	1.00	1930.00	2.00	0.000518	1.172017	0.124280	1.172017	0.690258	1.240258	0.001035	1.820415	2.344034	0.250259	6.005527	0.693147
avion	0	garage	857	2.00	1930.00	4.00	0.001036	1.172017	0.134140	2.344034	0.976173	1.753989	0.002068	3.641415	4.688067	0.250518	6.005527	0.693147
avion	0	arrière	1881	1.00	1930.00	8.00	0.000518	-0.214278	-0.022722	-0.214278	-0.238966	-0.214688	0.001032	0.054572	-0.428555	0.062759	6.005527	0.376770
avion	0	nonchalance	2907	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	voyager	1883	2.00	1930.00	4.00	0.001036	1.172017	0.134140	2.344034	0.976173	1.753989	0.002068	3.641415	4.688067	0.250518	6.005527	0.693147
avion	0	statique	862	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	croire	863	2.00	1930.00	8.00	0.001036	0.478870	0.054808	0.957739	0.538132	0.683713	0.002064	0.553482	1.915479	0.125518	6.005527	0.900256
avion	0	terrestre	2914	2.00	1930.00	2.00	0.001036	1.865164	0.213472	3.730328	1.195193	3.037060	0.002070	10.915741	7.460656	0.500518	6.005527	0.000000
avion	0	aérien	1892	2.00	1930.00	3.00	0.001036	1.459699	0.167065	2.919398	1.085683	2.252541	0.002069	6.005189	5.838796	0.333851	6.005527	0.636514
avion	0	tousser	1894	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	eau	1896	2.00	1930.00	11.00	0.001036	0.160416	0.018360	0.320832	0.209601	0.227106	0.002061	0.061082	0.641664	0.091427	6.005527	1.414279
avion	0	valoir	873	1.00	1930.00	2.00	0.000518	1.172017	0.124280	1.172017	0.690258	1.240258	0.001035	1.820415	2.344034	0.250259	6.005527	0.693147
avion	0	présenter	1899	2.00	1930.00	5.00	0.001036	0.948873	0.108600	1.897747	0.866663	1.392821	0.002067	2.296369	3.795493	0.200518	6.005527	1.054920
avion	0	balancer	1900	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	succès	877	1.00	1930.00	2.00	0.000518	1.172017	0.124280	1.172017	0.690258	1.240258	0.001035	1.820415	2.344034	0.250259	6.005527	0.693147
avion	0	avancer	1901	2.00	1930.00	4.00	0.001036	1.172017	0.134140	2.344034	0.976173	1.753989	0.002068	3.641415	4.688067	0.250518	6.005527	0.693147
avion	0	véritable	879	2.00	1930.00	4.00	0.001036	1.172017	0.134140	2.344034	0.976173	1.753989	0.002068	3.641415	4.688067	0.250518	6.005527	1.039721
avion	0	taire	880	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	sortir	881	3.00	1930.00	22.00	0.001554	-0.127266	-0.015275	-0.381798	-0.235073	-0.220580	0.003074	0.057674	-0.763597	0.068959	6.005527	1.553244
avion	0	dixième	2926	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	super	1909	1.00	1930.00	5.00	0.000518	0.255726	0.027117	0.255726	0.225646	0.256423	0.001034	0.077834	0.511452	0.100259	6.005527	0.950271
avion	0	queue	885	4.00	1930.00	11.00	0.002073	0.853563	0.106110	3.414252	1.148211	1.759424	0.004122	3.666074	6.828505	0.182854	6.005527	1.468140
avion	0	partie	889	1.00	1930.00	9.00	0.000518	-0.332061	-0.035212	-0.332061	-0.393837	-0.333588	0.001031	0.131769	-0.664121	0.055815	6.005527	2.043192
avion	0	conscience	1915	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	microbe	892	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	fond	1917	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	physique	2941	1.00	1930.00	2.00	0.000518	1.172017	0.124280	1.172017	0.690258	1.240258	0.001035	1.820415	2.344034	0.250259	6.005527	0.693147
avion	0	amorcer	898	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	film	899	2.00	1930.00	12.00	0.001036	0.073405	0.008401	0.146809	0.100091	0.103833	0.002060	0.012769	0.293618	0.083851	6.005527	1.632631
avion	0	absent	2950	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	piste	1927	2.00	1930.00	5.00	0.001036	0.948873	0.108600	1.897747	0.866663	1.392821	0.002067	2.296369	3.795493	0.200518	6.005527	0.673012
avion	0	pareil	905	2.00	1930.00	3.00	0.001036	1.459699	0.167065	2.919398	1.085683	2.252541	0.002069	6.005189	5.838796	0.333851	6.005527	0.636514
avion	0	toux	2954	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	limite	1932	1.00	1930.00	4.00	0.000518	0.478870	0.050779	0.478870	0.380517	0.483458	0.001034	0.276652	0.957739	0.125259	6.005527	0.562335
avion	0	signe	909	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	gamme	1933	1.00	1930.00	2.00	0.000518	1.172017	0.124280	1.172017	0.690258	1.240258	0.001035	1.820415	2.344034	0.250259	6.005527	0.693147
avion	0	ami	911	2.00	1930.00	12.00	0.001036	0.073405	0.008401	0.146809	0.100091	0.103833	0.002060	0.012769	0.293618	0.083851	6.005527	1.357978
avion	0	supersonique	2959	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	tuer	913	3.00	1930.00	23.00	0.001554	-0.171718	-0.020610	-0.515154	-0.324487	-0.297790	0.003072	0.105123	-1.030307	0.065995	6.005527	1.770771
avion	0	moyen-orientaux	2956	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	déployer	1939	1.00	1930.00	2.00	0.000518	1.172017	0.124280	1.172017	0.690258	1.240258	0.001035	1.820415	2.344034	0.250259	6.005527	0.693147
avion	0	améliorer	919	1.00	1930.00	3.00	0.000518	0.766552	0.081285	0.766552	0.535388	0.785458	0.001035	0.730175	1.533103	0.166926	6.005527	0.636514
avion	0	saut	1943	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	observation	1947	1.00	1930.00	4.00	0.000518	0.478870	0.050779	0.478870	0.380517	0.483458	0.001034	0.276652	0.957739	0.125259	6.005527	1.039721
avion	0	flotter	1948	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	génocide	1952	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	tradition	2975	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	dépressuriser	2977	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	contrôler	1955	1.00	1930.00	2.00	0.000518	1.172017	0.124280	1.172017	0.690258	1.240258	0.001035	1.820415	2.344034	0.250259	6.005527	0.693147
avion	0	air	932	5.00	1930.00	17.00	0.002591	0.641389	0.082008	3.206943	1.058642	1.458898	0.005136	2.521853	6.413886	0.148354	6.005527	1.645917
avion	0	totalité	934	1.00	1930.00	2.00	0.000518	1.172017	0.124280	1.172017	0.690258	1.240258	0.001035	1.820415	2.344034	0.250259	6.005527	0.693147
avion	0	guillemet	2982	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	futuriste	1961	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	intéresser	1962	2.00	1930.00	5.00	0.001036	0.948873	0.108600	1.897747	0.866663	1.392821	0.002067	2.296369	3.795493	0.200518	6.005527	1.054920
avion	0	pneu	938	1.00	1930.00	4.00	0.000518	0.478870	0.050779	0.478870	0.380517	0.483458	0.001034	0.276652	0.957739	0.125259	6.005527	0.562335
avion	0	représenter	1964	1.00	1930.00	8.00	0.000518	-0.214278	-0.022722	-0.214278	-0.238966	-0.214688	0.001032	0.054572	-0.428555	0.062759	6.005527	1.559581
avion	0	horaire	2988	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	aller	941	20.00	1930.00	120.00	0.010363	0.073405	0.011408	1.468091	0.316516	0.328349	0.019512	0.128810	2.936182	0.088515	6.005527	1.469788
avion	0	maman	1967	1.00	1930.00	3.00	0.000518	0.766552	0.081285	0.766552	0.535388	0.785458	0.001035	0.730175	1.533103	0.166926	6.005527	0.636514
avion	0	imaginaire	943	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	colibri	1969	1.00	1930.00	3.00	0.000518	0.766552	0.081285	0.766552	0.535388	0.785458	0.001035	0.730175	1.533103	0.166926	6.005527	0.636514
avion	0	projet	942	3.00	1930.00	10.00	0.001554	0.661191	0.079357	1.983574	0.837904	1.166192	0.003093	1.610518	3.967147	0.150777	6.005527	1.418484
avion	0	pére	948	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	chétif	949	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	moyen	950	2.00	1930.00	13.00	0.001036	-0.006638	-0.000760	-0.013276	-0.009419	-0.009388	0.002059	0.000104	-0.026553	0.077441	6.005527	1.524707
avion	0	obséder	3000	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	kilo	1978	1.00	1930.00	5.00	0.000518	0.255726	0.027117	0.255726	0.225646	0.256423	0.001034	0.077834	0.511452	0.100259	6.005527	0.950271
avion	0	compagnie	954	1.00	1930.00	7.00	0.000518	-0.080746	-0.008562	-0.080746	-0.084096	-0.080768	0.001033	0.007723	-0.161492	0.071688	6.005527	1.475076
avion	0	hurlement	955	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	noir	956	1.00	1930.00	8.00	0.000518	-0.214278	-0.022722	-0.214278	-0.238966	-0.214688	0.001032	0.054572	-0.428555	0.062759	6.005527	0.900256
avion	0	un	957	5.00	1930.00	19.00	0.002591	0.530163	0.067787	2.650815	0.920122	1.199413	0.005131	1.704814	5.301629	0.132874	6.005527	1.480112
avion	0	surprise	958	1.00	1930.00	2.00	0.000518	1.172017	0.124280	1.172017	0.690258	1.240258	0.001035	1.820415	2.344034	0.250259	6.005527	0.693147
avion	0	attente	3001	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	autoroute	3002	2.00	1930.00	6.00	0.001036	0.766552	0.087733	1.533103	0.757152	1.110805	0.002066	1.460703	3.066207	0.167185	6.005527	0.636514
avion	0	exclusion	3003	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	conférence	962	1.00	1930.00	2.00	0.000518	1.172017	0.124280	1.172017	0.690258	1.240258	0.001035	1.820415	2.344034	0.250259	6.005527	0.693147
avion	0	copilote	964	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	traversée	1986	1.00	1930.00	2.00	0.000518	1.172017	0.124280	1.172017	0.690258	1.240258	0.001035	1.820415	2.344034	0.250259	6.005527	0.693147
avion	0	structure	968	1.00	1930.00	3.00	0.000518	0.766552	0.081285	0.766552	0.535388	0.785458	0.001035	0.730175	1.533103	0.166926	6.005527	0.636514
avion	0	répondre	970	1.00	1930.00	2.00	0.000518	1.172017	0.124280	1.172017	0.690258	1.240258	0.001035	1.820415	2.344034	0.250259	6.005527	0.693147
avion	0	chaussure	972	2.00	1930.00	5.00	0.001036	0.948873	0.108600	1.897747	0.866663	1.392821	0.002067	2.296369	3.795493	0.200518	6.005527	1.054920
avion	0	réaliste	973	1.00	1930.00	3.00	0.000518	0.766552	0.081285	0.766552	0.535388	0.785458	0.001035	0.730175	1.533103	0.166926	6.005527	0.636514
avion	0	peuple	974	1.00	1930.00	3.00	0.000518	0.766552	0.081285	0.766552	0.535388	0.785458	0.001035	0.730175	1.533103	0.166926	6.005527	0.636514
avion	0	Norden	975	1.00	1930.00	2.00	0.000518	1.172017	0.124280	1.172017	0.690258	1.240258	0.001035	1.820415	2.344034	0.250259	6.005527	0.693147
avion	0	rame	2000	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	retransmettre	3022	2.00	1930.00	2.00	0.001036	1.865164	0.213472	3.730328	1.195193	3.037060	0.002070	10.915741	7.460656	0.500518	6.005527	0.000000
avion	0	procéder	978	1.00	1930.00	2.00	0.000518	1.172017	0.124280	1.172017	0.690258	1.240258	0.001035	1.820415	2.344034	0.250259	6.005527	0.693147
avion	0	ballon	3006	1.00	1930.00	3.00	0.000518	0.766552	0.081285	0.766552	0.535388	0.785458	0.001035	0.730175	1.533103	0.166926	6.005527	0.636514
avion	0	ère	980	1.00	1930.00	4.00	0.000518	0.478870	0.050779	0.478870	0.380517	0.483458	0.001034	0.276652	0.957739	0.125259	6.005527	1.039721
avion	0	rappeler	2006	2.00	1930.00	4.00	0.001036	1.172017	0.134140	2.344034	0.976173	1.753989	0.002068	3.641415	4.688067	0.250518	6.005527	0.693147
avion	0	devoir	983	8.00	1930.00	58.00	0.004145	-0.115837	-0.015758	-0.926700	-0.347369	-0.327821	0.008048	0.127755	-1.853399	0.071038	6.005527	1.862904
avion	0	sobre	985	2.00	1930.00	3.00	0.001036	1.459699	0.167065	2.919398	1.085683	2.252541	0.002069	6.005189	5.838796	0.333851	6.005527	0.636514
avion	0	gâcher	3034	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	apesanteur	3035	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	temps-ci	3037	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	justice	3028	1.00	1930.00	2.00	0.000518	1.172017	0.124280	1.172017	0.690258	1.240258	0.001035	1.820415	2.344034	0.250259	6.005527	0.693147
avion	0	siège	991	7.00	1930.00	9.00	0.003627	1.613850	0.215625	11.296947	2.118930	4.748535	0.007220	26.699921	22.593894	0.390702	6.005527	0.529706
avion	0	drones	3040	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	amuser	3041	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	incendiaire	3043	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	cigarette	3044	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	photographier	998	2.00	1930.00	2.00	0.001036	1.865164	0.213472	3.730328	1.195193	3.037060	0.002070	10.915741	7.460656	0.500518	6.005527	0.000000
avion	0	constituer	2024	1.00	1930.00	2.00	0.000518	1.172017	0.124280	1.172017	0.690258	1.240258	0.001035	1.820415	2.344034	0.250259	6.005527	0.693147
avion	0	foncer	2025	1.00	1930.00	3.00	0.000518	0.766552	0.081285	0.766552	0.535388	0.785458	0.001035	0.730175	1.533103	0.166926	6.005527	0.636514
avion	0	décoration	3047	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	dette	3050	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
avion	0	glacé	3053	1.00	1930.00	1.00	0.000518	1.865164	0.197781	1.865164	0.845129	2.147525	0.001036	5.457433	3.730328	0.500259	6.005527	0.000000
chrétien	1	garantir	2500	1.00	280.00	2.00	0.003571	3.102503	0.328988	3.102503	0.955063	4.505387	0.007092	20.768397	6.205005	0.251786	4.678869	0.693147
chrétien	1	credo	990	1.00	280.00	1.00	0.003571	3.795650	0.402489	3.795650	0.977532	6.521473	0.007117	43.510634	7.591299	0.501786	4.678869	0.000000
chrétien	1	chrétien	1712	4.00	280.00	4.00	0.014286	3.795650	0.471852	15.182599	1.955063	13.042946	0.028169	174.084448	30.365198	0.507143	4.678869	0.000000
chrétien	1	pouvoir	1	2.00	280.00	199.00	0.007143	-0.804508	-0.092077	-1.609016	-1.747397	-1.168678	0.008351	1.419874	-3.218032	0.008597	4.678869	1.742135
chrétien	1	aveugler	1748	1.00	280.00	1.00	0.003571	3.795650	0.402489	3.795650	0.977532	6.521473	0.007117	43.510634	7.591299	0.501786	4.678869	0.000000
chrétien	1	porter	1744	1.00	280.00	10.00	0.003571	1.493065	0.158324	1.493065	0.775317	1.635664	0.006897	2.739089	2.986129	0.051786	4.678869	1.359237
chrétien	1	écrire	4	2.00	280.00	12.00	0.007143	2.003890	0.229349	4.007780	1.223564	3.332467	0.013699	11.371537	8.015561	0.086905	4.678869	1.748155
chrétien	1	laisser	496	1.00	280.00	9.00	0.003571	1.598425	0.169496	1.598425	0.797785	1.774106	0.006920	3.222123	3.196850	0.057341	4.678869	1.581094
chrétien	1	base	747	1.00	280.00	4.00	0.003571	2.409355	0.255487	2.409355	0.910127	3.035895	0.007042	9.431529	4.818711	0.126786	4.678869	1.386294
chrétien	1	devenir	6	1.00	280.00	24.00	0.003571	0.617596	0.065490	0.617596	0.460761	0.627458	0.006579	0.403530	1.235192	0.022619	4.678869	1.943244
chrétien	1	semaine	749	1.00	280.00	11.00	0.003571	1.397754	0.148217	1.397754	0.752849	1.514350	0.006873	2.348038	2.795509	0.047240	4.678869	1.594167
chrétien	1	religieux	249	1.00	280.00	5.00	0.003571	2.186212	0.231825	2.186212	0.887658	2.648352	0.007018	7.177860	4.372424	0.101786	4.678869	0.950271
chrétien	1	parler	752	1.00	280.00	32.00	0.003571	0.329914	0.034984	0.329914	0.281014	0.331412	0.006410	0.112648	0.659828	0.017411	4.678869	1.456586
chrétien	1	dessinateur	1760	1.00	280.00	1.00	0.003571	3.795650	0.402489	3.795650	0.977532	6.521473	0.007117	43.510634	7.591299	0.501786	4.678869	0.000000
chrétien	1	distinction	2249	1.00	280.00	1.00	0.003571	3.795650	0.402489	3.795650	0.977532	6.521473	0.007117	43.510634	7.591299	0.501786	4.678869	0.000000
chrétien	1	cingler	3020	2.00	280.00	2.00	0.007143	3.795650	0.434419	7.591299	1.382439	9.222756	0.014184	87.028253	15.182599	0.503571	4.678869	0.000000
chrétien	1	pratique	256	1.00	280.00	9.00	0.003571	1.598425	0.169496	1.598425	0.797785	1.774106	0.006920	3.222123	3.196850	0.057341	4.678869	1.149060
chrétien	1	majorité	1258	1.00	280.00	1.00	0.003571	3.795650	0.402489	3.795650	0.977532	6.521473	0.007117	43.510634	7.591299	0.501786	4.678869	0.000000
chrétien	1	dirent-elles	3024	1.00	280.00	1.00	0.003571	3.795650	0.402489	3.795650	0.977532	6.521473	0.007117	43.510634	7.591299	0.501786	4.678869	0.000000
chrétien	1	animiste	1261	1.00	280.00	1.00	0.003571	3.795650	0.402489	3.795650	0.977532	6.521473	0.007117	43.510634	7.591299	0.501786	4.678869	0.000000
chrétien	1	important	761	1.00	280.00	19.00	0.003571	0.851211	0.090262	0.851211	0.573102	0.877143	0.006689	0.788265	1.702421	0.028102	4.678869	1.767378
chrétien	1	week-end	2509	1.00	280.00	2.00	0.003571	3.102503	0.328988	3.102503	0.955063	4.505387	0.007092	20.768397	6.205005	0.251786	4.678869	0.693147
chrétien	1	non-musulmanes	1264	1.00	280.00	1.00	0.003571	3.795650	0.402489	3.795650	0.977532	6.521473	0.007117	43.510634	7.591299	0.501786	4.678869	0.000000
chrétien	1	reconnaître	19	1.00	280.00	2.00	0.003571	3.102503	0.328988	3.102503	0.955063	4.505387	0.007092	20.768397	6.205005	0.251786	4.678869	0.693147
chrétien	1	non-musulmans	1017	1.00	280.00	1.00	0.003571	3.795650	0.402489	3.795650	0.977532	6.521473	0.007117	43.510634	7.591299	0.501786	4.678869	0.000000
chrétien	1	vouloir	266	2.00	280.00	56.00	0.007143	0.463445	0.053042	0.926890	0.524514	0.661292	0.011905	0.449377	1.853781	0.021429	4.678869	1.763651
chrétien	1	pendre	267	1.00	280.00	3.00	0.003571	2.697037	0.285993	2.697037	0.932595	3.592091	0.007067	13.202872	5.394075	0.168452	4.678869	1.098612
chrétien	1	banqueroute	1271	1.00	280.00	1.00	0.003571	3.795650	0.402489	3.795650	0.977532	6.521473	0.007117	43.510634	7.591299	0.501786	4.678869	0.000000
chrétien	1	fait	1021	2.00	280.00	12.00	0.007143	2.003890	0.229349	4.007780	1.223564	3.332467	0.013699	11.371537	8.015561	0.086905	4.678869	1.424130
chrétien	1	faire	770	2.00	280.00	191.00	0.007143	-0.763477	-0.087381	-1.526953	-1.620297	-1.106134	0.008493	1.271138	-3.053906	0.008807	4.678869	1.874849
chrétien	1	grâce	525	1.00	280.00	7.00	0.003571	1.849740	0.196146	1.849740	0.842722	2.124957	0.006969	4.621824	3.699479	0.073214	4.678869	1.277034
chrétien	1	raconter	1782	1.00	280.00	3.00	0.003571	2.697037	0.285993	2.697037	0.932595	3.592091	0.007067	13.202872	5.394075	0.168452	4.678869	1.098612
chrétien	1	seigneur	1783	1.00	280.00	1.00	0.003571	3.795650	0.402489	3.795650	0.977532	6.521473	0.007117	43.510634	7.591299	0.501786	4.678869	0.000000
chrétien	1	même	29	1.00	280.00	27.00	0.003571	0.499813	0.053000	0.499813	0.393356	0.505032	0.006515	0.261486	0.999626	0.020304	4.678869	1.751942
chrétien	1	riche	2038	1.00	280.00	1.00	0.003571	3.795650	0.402489	3.795650	0.977532	6.521473	0.007117	43.510634	7.591299	0.501786	4.678869	0.000000
chrétien	1	conservateur	1787	1.00	280.00	1.00	0.003571	3.795650	0.402489	3.795650	0.977532	6.521473	0.007117	43.510634	7.591299	0.501786	4.678869	0.000000
chrétien	1	fervent	1534	1.00	280.00	1.00	0.003571	3.795650	0.402489	3.795650	0.977532	6.521473	0.007117	43.510634	7.591299	0.501786	4.678869	0.000000
chrétien	1	hassidique	2793	1.00	280.00	1.00	0.003571	3.795650	0.402489	3.795650	0.977532	6.521473	0.007117	43.510634	7.591299	0.501786	4.678869	0.000000
chrétien	1	athée	2295	1.00	280.00	1.00	0.003571	3.795650	0.402489	3.795650	0.977532	6.521473	0.007117	43.510634	7.591299	0.501786	4.678869	0.000000
chrétien	1	valeur	1286	2.00	280.00	4.00	0.007143	3.102503	0.355087	6.205005	1.350664	6.371579	0.014085	41.543462	12.410010	0.253571	4.678869	0.693147
chrétien	1	vivant	260	1.00	280.00	6.00	0.003571	2.003890	0.212492	2.003890	0.865190	2.356410	0.006993	5.683030	4.007780	0.085119	4.678869	1.560710
chrétien	1	gammée	790	1.00	280.00	1.00	0.003571	3.795650	0.402489	3.795650	0.977532	6.521473	0.007117	43.510634	7.591299	0.501786	4.678869	0.000000
chrétien	1	iranien	1042	1.00	280.00	1.00	0.003571	3.795650	0.402489	3.795650	0.977532	6.521473	0.007117	43.510634	7.591299	0.501786	4.678869	0.000000
