avion	jeune	1.00	1930.00	6.00	0.073405
avion	jouer	2.00	1930.00	12.00	0.073405
avion	journal	1.00	1930.00	3.00	0.766552
avion	juste	2.00	1930.00	20.00	-0.437421
avion	kilo	1.00	1930.00	5.00	0.255726
avion	kilomètre	3.00	1930.00	10.00	0.661191
avion	laisser	1.00	1930.00	9.00	-0.332061
avion	lancer	2.00	1930.00	11.00	0.160416
avion	langue	1.00	1930.00	6.00	0.073405
avion	léger	1.00	1930.00	6.00	0.073405
avion	lieu	2.00	1930.00	10.00	0.255726
avion	ligne	3.00	1930.00	9.00	0.766552
avion	limite	1.00	1930.00	4.00	0.478870
avion	long	1.00	1930.00	3.00	0.766552
avion	lourd	1.00	1930.00	3.00	0.766552
avion	lumière	2.00	1930.00	7.00	0.612401
avion	maman	1.00	1930.00	3.00	0.766552
avion	manière	1.00	1930.00	10.00	-0.437421
avion	marcher	6.00	1930.00	19.00	0.712485
avion	matériel	1.00	1930.00	5.00	0.255726
avion	meilleur	2.00	1930.00	9.00	0.361087
avion	même	6.00	1930.00	27.00	0.361087
avion	mesure	1.00	1930.00	3.00	0.766552
avion	mètre	2.00	1930.00	6.00	0.766552
avion	mettre	6.00	1930.00	36.00	0.073405
avion	mile	1.00	1930.00	4.00	0.478870
avion	millier	2.00	1930.00	9.00	0.361087
avion	mode	1.00	1930.00	3.00	0.766552
avion	modèle	3.00	1930.00	12.00	0.478870
avion	mois	3.00	1930.00	11.00	0.565881
avion	moitié	1.00	1930.00	6.00	0.073405
avion	monde	6.00	1930.00	64.00	-0.501960
avion	mondial	1.00	1930.00	5.00	0.255726
avion	monter	8.00	1930.00	26.00	0.686509
avion	montrer	5.00	1930.00	16.00	0.702013
avion	moteur	5.00	1930.00	19.00	0.530163
avion	mourir	3.00	1930.00	18.00	0.073405
avion	moyen	2.00	1930.00	13.00	-0.006638
avion	musique	1.00	1930.00	3.00	0.766552
avion	musulman	2.00	1930.00	33.00	-0.938196
avion	naturel	1.00	1930.00	4.00	0.478870
avion	neuf	3.00	1930.00	11.00	0.565881
avion	noir	1.00	1930.00	8.00	-0.214278
avion	nom	1.00	1930.00	7.00	-0.080746
avion	nombre	1.00	1930.00	6.00	0.073405
avion	nombreux	1.00	1930.00	6.00	0.073405
avion	nouveau	3.00	1930.00	32.00	-0.501960
avion	observation	1.00	1930.00	4.00	0.478870
avion	observer	1.00	1930.00	8.00	-0.214278
avion	obtenir	1.00	1930.00	11.00	-0.532731
avion	océan	1.00	1930.00	3.00	0.766552
avion	œil	2.00	1930.00	10.00	0.255726
avion	ordinateur	1.00	1930.00	9.00	-0.332061
avion	parking	1.00	1930.00	9.00	-0.332061
avion	parler	8.00	1930.00	32.00	0.478870
avion	part	2.00	1930.00	9.00	0.361087
avion	particulier	2.00	1930.00	6.00	0.766552
avion	partie	1.00	1930.00	9.00	-0.332061
avion	partir	5.00	1930.00	13.00	0.909653
avion	passer	8.00	1930.00	47.00	0.094458
avion	payer	1.00	1930.00	14.00	-0.773893
avion	pendre	1.00	1930.00	3.00	0.766552
avion	penser	6.00	1930.00	29.00	0.289628
avion	père	1.00	1930.00	6.00	0.073405
avion	personne	8.00	1930.00	36.00	0.361087
avion	petit	9.00	1930.00	44.00	0.278199
avion	peuple	1.00	1930.00	3.00	0.766552
avion	photo	5.00	1930.00	24.00	0.296548
avion	pièce	3.00	1930.00	8.00	0.884335
avion	piste	2.00	1930.00	5.00	0.948873
avion	placer	1.00	1930.00	4.00	0.478870
avion	plaque	1.00	1930.00	6.00	0.073405
avion	pneu	1.00	1930.00	4.00	0.478870
avion	poids	1.00	1930.00	4.00	0.478870
avion	porte	1.00	1930.00	3.00	0.766552
avion	porteur	1.00	1930.00	3.00	0.766552
avion	possibilité	1.00	1930.00	5.00	0.255726
avion	possible	1.00	1930.00	5.00	0.255726
avion	pouvoir	31.00	1930.00	199.00	0.005846
avion	pratique	2.00	1930.00	9.00	0.361087
avion	préférer	1.00	1930.00	3.00	0.766552
avion	prendre	20.00	1930.00	66.00	0.671242
avion	présent	1.00	1930.00	6.00	0.073405
avion	présenter	2.00	1930.00	5.00	0.948873
avion	prêter	1.00	1930.00	3.00	0.766552
avion	principe	1.00	1930.00	3.00	0.766552
avion	problème	1.00	1930.00	9.00	-0.332061
avion	prochain	1.00	1930.00	4.00	0.478870
avion	produire	4.00	1930.00	11.00	0.853563
avion	projet	3.00	1930.00	10.00	0.661191
